EF ID,IPCC 1996 Source/Sink Category,IPCC 2006 Source/Sink Category,Gas,Type of parameter,Description,Technologies / Practices,Parameters / Conditions,Region / Regional Conditions,Abatement / Control Technologies,Other properties,Value,Unit,Equation,IPCC Worksheet,Technical Reference,Source of data,Data provider
124822 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,METHANE,2006 IPCC default ,"Methane emission factor for fugitive emissions from oil operations - Oil production (thermal oil production, fugitives) ","Oil Production, Thermal Oil Production ",Fugitives ,Developing country and country with economy in transition ,,,0.00018-0.003 ,Gg per 10^3 m^3 thermal bitumen production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124823 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,CARBON DIOXIDE,2006 IPCC default ,"Carbon dioxide emission factor for fugitive emissions from oil operations - Oil production (thermal oil production, fugitives) ","Oil Production, Thermal Oil Production ",Fugitives ,Developing country and country with economy in transition ,,,0.000029-0.00048 ,Gg per 10^3 m^3 thermal bitumen production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124824 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,"NMVOC emission factor for fugitive emissions from oil operations - Oil production (thermal oil production, fugitives) ","Oil Production, Thermal Oil Production ",Fugitives ,Developing country and country with economy in transition ,,,0.00023-0.0038 ,Gg per 10^3 m^3 thermal bitumen production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124828 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,METHANE,2006 IPCC default ,"Methane emission factor for fugitive emissions from oil operations - Oil production (thermal oil production, flaring) ","Oil Production, Thermal Oil Production ",Flaring ,Developing country and country with economy in transition ,,,0.000016-0.000022 ,Gg per 10^3 m^3 thermal bitumen production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124829 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,CARBON DIOXIDE,2006 IPCC default ,"Carbon dioxide emission factor for fugitive emissions from oil operations - Oil production (thermal oil production, flaring) ","Oil Production, Thermal Oil Production ",Flaring ,Developing country and country with economy in transition ,,,0.027-0.037 ,Gg per 10^3 m^3 thermal bitumen production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124830 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,"NMVOC emission factor for fugitive emissions from oil operations - Oil production (thermal oil production, flaring) ","Oil Production, Thermal Oil Production ",Flaring ,Developing country and country with economy in transition ,,,0.000013-0.000018 ,Gg per 10^3 m^3 thermal bitumen production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124831 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,NITROUS OXIDE,2006 IPCC default ,"Nitrous oxide emission factor for fugitive emissions from oil operations - Oil production (thermal oil production, flaring) ","Oil Production, Thermal Oil Production ",Flaring ,Developing country and country with economy in transition ,,,0.00000024-0.00000033 ,Gg per 10^3 m^3 thermal bitumen production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124832 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,METHANE,2006 IPCC default ,Methane emission factor for fugitive emissions from oil operations - Oil production (synthetic crude from oilsands) ,"Oil Production, Synthetic Crude (from Oilsands) ",,Developing country and country with economy in transition ,,,0.0023-0.038 ,Gg per 10^3 m^3 synthetic crude production from oilsands ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124833 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,NMVOC emission factor for fugitive emissions from oil operations - Oil production (synthetic crude from oilsands) ,"Oil Production, Synthetic Crude (from Oilsands) ",,Developing country and country with economy in transition ,,,0.0009-0.015 ,Gg per 10^3 m^3 synthetic crude production from oilsands ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124834 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,METHANE,2006 IPCC default ,Methane emission factor for fugitive emissions from oil operations - Oil production (Default weighted total for fugitives) ,Oil Production ,Fugitives ,Developing country and country with economy in transition ,,,0.0022-0.037 ,Gg per 10^3 m^3 total oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124835 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,CARBON DIOXIDE,2006 IPCC default ,Carbon dioxide emission factor for fugitive emissions from oil operations - Oil production (Default weighted total for fugitives) ,Oil Production ,Fugitives ,Developing country and country with economy in transition ,,,0.00028-0.0047 ,Gg per 10^3 m^3 total oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124836 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,NMVOC emission factor for fugitive emissions from oil operations - Oil production (Default weighted total for fugitives) ,Oil Production ,Fugitives ,Developing country and country with economy in transition ,,,0.0031-0.052 ,Gg per 10^3 m^3 total oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124840 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,METHANE,2006 IPCC default ,Methane emission factor for fugitive emissions from oil operations - Oil production (Default weighted total for flaring) ,Oil Production ,Flaring ,Developing country and country with economy in transition ,,,0.000021-0.000029 ,Gg per 10^3 m^3 total oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124841 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,CARBON DIOXIDE,2006 IPCC default ,Carbon dioxideemission factor for fugitive emissions from oil operations - Oil production (Default weighted total for flaring) ,Oil Production ,Flaring ,Developing country and country with economy in transition ,,,0.034-0.047 ,Gg per 10^3 m^3 total oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124842 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,NMVOC emission factor for fugitive emissions from oil operations - Oil production (Default weighted total for flaring) ,Oil Production ,Flaring ,Developing country and country with economy in transition ,,,0.000017-2.3 ,Gg per 10^3 m^3 total oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124843 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,NITROUS OXIDE,2006 IPCC default ,Nitrous oxide emission factor for fugitive emissions from oil operations - Oil production (Default weighted total for flaring) ,Oil Production ,Flaring ,Developing country and country with economy in transition ,,,0.00000054-0.00000074 ,Gg per 10^3 m^3 total oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124844 ,1B2a3 - Transport,1.B.2.a.iii.3 - Transport,METHANE,2006 IPCC default ,Methane emission factor for fugitive emissions from oil operations - Oil transport (pipelines) ,"Oil Transport, Pipelines ",,Developing country and country with economy in transition ,,,0.0000054 ,Gg per 10^3 m^3 oil transported by pipeline ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124845 ,1B2a3 - Transport,1.B.2.a.iii.3 - Transport,CARBON DIOXIDE,2006 IPCC default ,Carbon dioxide emission factor for fugitive emissions from oil operations - Oil transport (pipelines) ,"Oil Transport, Pipelines ",,Developing country and country with economy in transition ,,,0.00000049 ,Gg per 10^3 m^3 oil transported by pipeline ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124846 ,1B2a3 - Transport,1.B.2.a.iii.3 - Transport,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,NMVOC emission factor for fugitive emissions from oil operations - Oil transport (pipelines) ,"Oil Transport, Pipelines ",,Developing country and country with economy in transition ,,,0.000054 ,Gg per 10^3 m^3 oil transported by pipeline ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124936 ,1B2 - Oil and Natural Gas,1.B.2.a - Oil,METHANE,Measured ,Methane emission factor from plugged and abandoned oil and natural gas wells ,,,"West Virginia, Eastern United States, Appalachian Basin ",Abandoned wells that have been plugged. Those that have protective casing inside the wellbore cemented to the surface have to be vented in this state ,,0.00312 ,kg CH4 /d ,,,"Riddick, S. N. Et al. (2019) Measuring methane emissions from abandoned and active oil and gas wells in West Virginia, Science of the Total Environment, 651, 1849-1956, https://doi.org/10.1016/j.scitotenv.2018.10.082 ",Peer-reviewed journal ,IPCC TFI TSU 
,1B2a6 - Other (please specify),1.B.2.a.i - Venting,,,,,,,,,,,,,,,
,1B2b3 - Other leakage,1.B.2.a.iii.6 - Other,,,,,,,,,,,,,,,
,1B2c - Venting and Flaring,1.B.2.b - Natural Gas,,,,,,,,,,,,,,,
,1B2c3 - Combined,1.B.2.b.i - Venting,,,,,,,,,,,,,,,
,1B2d - Other (please specify),1.B.2.b.iii.6 - Other,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
124937 ,1B2 - Oil and Natural Gas,1.B.2.a - Oil,METHANE,Measured ,Methane emission factor from unplugged and abandoned oil and natural gas wells ,,,"West Virginia, Eastern United States, Appalachian Basin ",Abandoned wells not plugged according to regulation ,,0.0744 ,kg CH4 /d ,,,"Riddick, S. N. Et al. (2019) Measuring methane emissions from abandoned and active oil and gas wells in West Virginia, Science of the Total Environment, 651, 1849-1956, https://doi.org/10.1016/j.scitotenv.2018.10.082 ",Peer-reviewed journal ,IPCC TFI TSU 
,1B2a6 - Other (please specify),1.B.2.a.i - Venting,,,,,,,,,,,,,,,
,1B2b3 - Other leakage,1.B.2.a.iii.6 - Other,,,,,,,,,,,,,,,
,1B2c - Venting and Flaring,1.B.2.b - Natural Gas,,,,,,,,,,,,,,,
,1B2c3 - Combined,1.B.2.b.i - Venting,,,,,,,,,,,,,,,
,1B2d - Other (please specify),1.B.2.b.iii.6 - Other,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
124938 ,1B2 - Oil and Natural Gas,1.B.2 - Oil and Natural Gas,METHANE,Measured ,Methane emission factor from active oil and natural gas wells ,,,"West Virginia, Eastern United States, Appalachian Basin ","Active conventional wells in West Virginia, USA. Does not specify if venting or flaring, assume both ",,3.336 ,kg CH4 /d ,,,"Riddick, S. N. Et al. (2019) Measuring methane emissions from abandoned and active oil and gas wells in West Virginia, Science of the Total Environment, 651, 1849-1956, https://doi.org/10.1016/j.scitotenv.2018.10.082 ",Peer-reviewed journal ,IPCC TFI TSU 
,1B2a2 - Production,1.B.2.a - Oil,,,,,,,,,,,,,,,
,1B2b - Natural Gas,1.B.2.a.iii.2 - Production and Upgrading,,,,,,,,,,,,,,,
,1B2b1 - Production/Processing,1.B.2.b - Natural Gas,,,,,,,,,,,,,,,
,1B2c - Venting and Flaring,1.B.2.b.iii.2 - Production,,,,,,,,,,,,,,,
,1B2c3 - Combined,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
125553 ,1B2 - Oil and Natural Gas,1.B.2 - Oil and Natural Gas,METHANE,Measured ,Methane emission factor for abandoned unplugged oil wells in the United States and Canada ,,,"Oklahoma, West Viriginia, Ohio, Wyoming, Colorado, Pennsylvania, and Utah in the United States. British Columbia and New Brunswick in Canada. ",Abandoned wells not plugged according to current regulations or not plugged at all. ,,105 ,kg CH4 per well / year ,4.2.1 ,1.B.2 ,"Williams, James P., Amara Regehr, and Mary Kang. ""Methane Emissions from Abandoned Oil and Gas Wells in Canada and the United States."" Environmental Science & Technology (2020). ",Peer-reviewed journal ,"James P. Williams and Mary Kang, Canada "
,1B2a - Oil,1.B.2.a - Oil,,,,,,,,,,,,,,,
,1B2a6 - Other (please specify),1.B.2.a.iii.6 - Other,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
125555 ,1B2 - Oil and Natural Gas,1.B.2 - Oil and Natural Gas,METHANE,Measured ,Methane emission factor for abandoned unplugged gas wells in the United States and Canada ,,,"Oklahoma, West Viriginia, Ohio, Wyoming, Colorado, Pennsylvania, and Utah in the United States. British Columbia and New Brunswick in Canada. ",Abandoned wells not plugged according to current regulations or not plugged at all. ,,87.6 ,kg CH4 per well / year ,4.2.1 ,1.B.2 ,"Williams, James P., Amara Regehr, and Mary Kang. ""Methane Emissions from Abandoned Oil and Gas Wells in Canada and the United States."" Environmental Science & Technology (2020). ",Peer-reviewed journal ,"James P. Williams and Mary Kang, Canada "
,1B2a - Oil,1.B.2.a - Oil,,,,,,,,,,,,,,,
,1B2a6 - Other (please specify),1.B.2.a.iii.6 - Other,,,,,,,,,,,,,,,
,1B2b - Natural Gas,1.B.2.b - Natural Gas,,,,,,,,,,,,,,,
,1B2b3 - Other leakage,1.B.2.b.iii.6 - Other,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
125556 ,1B2 - Oil and Natural Gas,1.B.2 - Oil and Natural Gas,METHANE,Measured ,Methane emission factor for abandoned unplugged gas wells in the United States and Canada ,,,"Oklahoma, West Viriginia, Ohio, Wyoming, Colorado, Pennsylvania, and Utah in the United States. British Columbia and New Brunswick in Canada. ",Abandoned wells plugged according to current regulations. ,,0.403 ,kg CH4 per well / year ,4.2.1 ,1.B.2 ,"Williams, James P., Amara Regehr, and Mary Kang. ""Methane Emissions from Abandoned Oil and Gas Wells in Canada and the United States."" Environmental Science & Technology (2020). ",Peer-reviewed journal ,"James P. Williams and Mary Kang, Canada "
,1B2a - Oil,1.B.2.a - Oil,,,,,,,,,,,,,,,
,1B2a6 - Other (please specify),1.B.2.a.iii.6 - Other,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
125558 ,1B2 - Oil and Natural Gas,1.B.2 - Oil and Natural Gas,METHANE,Measured ,Methane emission factor for abandoned unplugged gas wells in the United States and Canada ,,,"Oklahoma, West Viriginia, Ohio, Wyoming, Colorado, Pennsylvania, and Utah in the United States. British Columbia and New Brunswick in Canada. ",Abandoned wells plugged according to current regulations. ,,13.1 ,kg CH4 per well / year ,4.2.1 ,1.B.2 ,"Williams, James P., Amara Regehr, and Mary Kang. ""Methane Emissions from Abandoned Oil and Gas Wells in Canada and the United States."" Environmental Science & Technology (2020). ",Peer-reviewed journal ,"James P. Williams and Mary Kang, Canada "
,1B2a - Oil,1.B.2.a - Oil,,,,,,,,,,,,,,,
,1B2a6 - Other (please specify),1.B.2.a.iii.6 - Other,,,,,,,,,,,,,,,
,1B2b - Natural Gas,1.B.2.b - Natural Gas,,,,,,,,,,,,,,,
,1B2b3 - Other leakage,1.B.2.b.iii.6 - Other,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
125559 ,1B2 - Oil and Natural Gas,1.B.2 - Oil and Natural Gas,METHANE,Measured ,Methane emission factor for abandoned unplugged gas wells in the United States and Canada ,,,"Oklahoma, West Viriginia, Ohio, Wyoming, Colorado, Pennsylvania, and Utah in the United States. ",Abandoned wells not plugged according to current regulations or not plugged at all. ,,114 ,kg CH4 per well / year ,4.2.1 ,1.B.2 ,"Williams, James P., Amara Regehr, and Mary Kang. ""Methane Emissions from Abandoned Oil and Gas Wells in Canada and the United States."" Environmental Science & Technology (2020). ",Peer-reviewed journal ,"James P. Williams and Mary Kang, Canada "
,1B2a - Oil,1.B.2.a - Oil,,,,,,,,,,,,,,,
,1B2a6 - Other (please specify),1.B.2.a.iii.6 - Other,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
125561 ,1B2 - Oil and Natural Gas,1.B.2 - Oil and Natural Gas,METHANE,Measured ,Methane emission factor for abandoned unplugged gas wells in the United States and Canada ,,,"Oklahoma, West Viriginia, Ohio, Wyoming, Colorado, Pennsylvania, and Utah in the United States. ",Abandoned wells not plugged according to current regulations or not plugged at all. ,,96.4 ,kg CH4 per well / year ,4.2.1 ,1.B.2 ,"Williams, James P., Amara Regehr, and Mary Kang. ""Methane Emissions from Abandoned Oil and Gas Wells in Canada and the United States."" Environmental Science & Technology (2020). ",Peer-reviewed journal ,"James P. Williams and Mary Kang, Canada "
,1B2a - Oil,1.B.2.a - Oil,,,,,,,,,,,,,,,
,1B2a6 - Other (please specify),1.B.2.a.iii.6 - Other,,,,,,,,,,,,,,,
,1B2b - Natural Gas,1.B.2.b - Natural Gas,,,,,,,,,,,,,,,
,1B2b3 - Other leakage,1.B.2.b.iii.6 - Other,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
125562 ,1B2 - Oil and Natural Gas,1.B.2 - Oil and Natural Gas,METHANE,Measured ,Methane emission factor for abandoned unplugged gas wells in the United States and Canada ,,,"Oklahoma, West Viriginia, Ohio, Wyoming, Colorado, Pennsylvania, and Utah in the United States. ",Abandoned wells plugged according to current regulations. ,,0.447 ,kg CH4 per well / year ,4.2.1 ,1.B.2 ,"Williams, James P., Amara Regehr, and Mary Kang. ""Methane Emissions from Abandoned Oil and Gas Wells in Canada and the United States."" Environmental Science & Technology (2020). ",Peer-reviewed journal ,"James P. Williams and Mary Kang, Canada "
,1B2a - Oil,1.B.2.a - Oil,,,,,,,,,,,,,,,
,1B2a6 - Other (please specify),1.B.2.a.iii.6 - Other,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
125564 ,1B2 - Oil and Natural Gas,1.B.2 - Oil and Natural Gas,METHANE,Measured ,Methane emission factor for abandoned unplugged gas wells in the United States and Canada ,,,"Oklahoma, West Viriginia, Ohio, Wyoming, Colorado, Pennsylvania, and Utah in the United States. ",Abandoned wells plugged according to current regulations. ,,14.0 ,kg CH4 per well / year ,4.2.1 ,1.B.2 ,"Williams, James P., Amara Regehr, and Mary Kang. ""Methane Emissions from Abandoned Oil and Gas Wells in Canada and the United States."" Environmental Science & Technology (2020). ",Peer-reviewed journal ,"James P. Williams and Mary Kang, Canada "
,1B2a - Oil,1.B.2.a - Oil,,,,,,,,,,,,,,,
,1B2a6 - Other (please specify),1.B.2.a.iii.6 - Other,,,,,,,,,,,,,,,
,1B2b - Natural Gas,1.B.2.b - Natural Gas,,,,,,,,,,,,,,,
,1B2b3 - Other leakage,1.B.2.b.iii.6 - Other,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
